group,member_group,start_date,end_date,evidence
Energy Transition Minerals,Isdell Pty Ltd,,,https://www.thesaturdaypaper.com.au/news/economy/2025/03/08/exclusive-julie-bishop-consults-chinese-military-linked-uranium-mine
